title,console,genre,release_date,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale
Victorious: Hollywood Arts Debut,DS,miscellaneous,2011-11-15,D3 Publisher,Namco Bandai Games,0.15,0.13,0.01,NA,0.01
Capcom Classics Collection,XB,miscellaneous,2005-09-27,Capcom,Digital Eclipse,0.15,0.11,0.03,NA,0.01
SNK Arcade Classics Vol. 1,PSP,miscellaneous,2008-05-05,SNK Playmore,Terminal Reality,0.15,0.13,NA,0.01,0.01
SpongeBob's Boating Bash,DS,miscellaneous,2010-03-02,THQ,Impulse Games,0.15,0.13,0,NA,0.01
Charm Girls Club: Pajama Party,Wii,miscellaneous,2009-10-20,Electronic Arts,Electronic Arts,0.15,0.14,NA,NA,0.01
Super Monkey Ball Deluxe,XB,miscellaneous,2005-03-15,Sega,Sega,0.15,0.11,0.03,NA,0.01
Tamagotchi Collection,DS,miscellaneous,2011-11-10,Namco Bandai,Bandai Namco Games,0.15,NA,NA,0.15,NA
Barbie Superpack: Secret Agent / Groovy Games,GBA,miscellaneous,2005-09-14,VU Games,Digital Illusions,0.15,0.1,0.04,NA,0
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,miscellaneous,2005-11-16,Sega,Sonic Team,0.15,0.1,0.04,NA,0
Rayman Raving Rabbids,DS,miscellaneous,2007-03-06,Ubisoft,Ubisoft Bulgaria,0.15,0.13,0.01,NA,0.01
Ultimate Board Game Collection,Wii,miscellaneous,2007-08-14,Valcon Games,Jack of All Games,0.15,0.13,0,NA,0.01
QuickSpot,DS,miscellaneous,2007-03-19,Namco Bandai,Namco Bandai Games America,0.14,0.01,NA,0.13,0
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,miscellaneous,2005-08-25,Activision,Vicarious Visions,0.14,0.1,0.04,NA,0
World Championship Poker: Howard Lederer - All In,PSP,miscellaneous,2006-09-05,Crave Entertainment,Point of View,0.14,0.13,NA,NA,0.01
MTV Music Generator 3: This Is the Remix,PS2,miscellaneous,2004-06-22,Codemasters,Mix Max,0.14,0.07,0.05,NA,0.02
Power Gig: Rise of the SixString,PS3,miscellaneous,2010-10-19,Unknown,Seven45 Studios,0.14,0.13,NA,NA,0.01
PaRappa The Rapper 2,PS2,miscellaneous,2002-01-23,Sony Computer Entertainment,NanaOn-Sha,0.14,0.07,0.05,NA,0.02
Drawn to Life Collection,DS,miscellaneous,2010-11-23,THQ,5TH Cell,0.14,0.13,NA,NA,0.01
Dream Pinball 3D,Wii,miscellaneous,2008-04-22,SouthPeak Interactive,A.S.K. Homework,0.14,0.1,0.03,NA,0.01
Cranium Kabookii,Wii,miscellaneous,2007-12-04,Ubisoft,Ubisoft Quebec,0.14,0.13,0,NA,0.01
The Walking Dead: Season Two,XOne,miscellaneous,2014-10-21,Telltale Games,Unknown,0.14,0.08,0.05,NA,0.01
Atari's Greatest Hits: Volume 1,DS,miscellaneous,2010-11-02,Atari,Atari,0.14,0.13,0,NA,0.01
Let's Cheer,X360,miscellaneous,2011-11-07,2K Play,Cat Daddy Games,0.14,0.12,0,NA,0.01
LEGO The Lord of the Rings,DS,miscellaneous,2012-10-30,Warner Bros. Interactive Entertainment,Unknown,0.14,NA,0.13,NA,0.01
MySims Collection,Wii,miscellaneous,2010-11-09,Electronic Arts,The Sims Studio,0.14,0.13,NA,NA,0.01
Scene It? Bright Lights! Big Screen!,Wii,miscellaneous,2009-11-17,Warner Bros. Interactive,Screenlife Games,0.14,0.13,0,NA,0.01
Space Venus starring Morning Musume,PS2,miscellaneous,2001-01-11,Sony Music Entertainment,Sony Music Entertainment Inc.,0.14,NA,NA,0.14,NA
The Walking Dead: Season Two,PSV,miscellaneous,2014-01-01,Telltale Games,Unknown,0.14,0.08,0.01,0.02,0.03
Master Jin Jin's IQ Challenge,DS,miscellaneous,2007-10-08,Valcon Games,ASK,0.14,0.13,0,NA,0.01
Rio,PS3,miscellaneous,2011-04-12,THQ,TBA,0.14,0.04,0.07,NA,0.02
Create,X360,miscellaneous,2010-11-16,Electronic Arts,EA Bright Light,0.14,0.1,0.03,NA,0.01
Sega Genesis Collection,PS2,miscellaneous,2006-11-07,Sega,Digital Eclipse,0.14,NA,0.02,NA,0.12
Hard Rock Casino,PSP,miscellaneous,2007-04-24,Crave Entertainment,Crave Entertainment,0.14,0.12,0,NA,0.01
Alvin and the Chipmunks,DS,miscellaneous,2007-12-04,Brash Entertainment,Sensory Sweep Studios,0.14,0.12,0,NA,0.01
Scene It? Bright Lights! Big Screen!,X360,miscellaneous,2009-11-17,Warner Bros. Interactive,Screenlife Games,0.14,0.12,0,NA,0.01
Interactive Sampler Disc 6,PS,miscellaneous,1998-01-01,Sony Computer Entertainment,Various,0.14,0.08,0.05,NA,0.01
Fashion Studio: Paris Collection,DS,miscellaneous,2009-03-31,Ubisoft,Ubisoft,0.14,0.13,NA,NA,0.01
World Championship Poker 2: Featuring Howard Lederer,PSP,miscellaneous,2005-12-11,Crave Entertainment,Point of View,0.14,0.12,0,NA,0.01
Gourmet Chef: Cook Your Way to Fame,DS,miscellaneous,2008-06-24,Ubisoft,N/A,0.14,0.13,NA,NA,0.01
Pinball Hall of Fame: The Gottlieb Collection,Wii,miscellaneous,2010-01-19,Crave Entertainment,FarSight Studios,0.13,0.12,0,NA,0.01
Quick Yoga Training,DS,miscellaneous,2008-08-06,Ubisoft,Ubisoft,0.13,0.12,NA,NA,0.01
My Spanish Coach,PSP,miscellaneous,2008-10-07,Ubisoft,Sensory Sweep Studios,0.13,0.12,NA,NA,0.01
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,miscellaneous,2005-10-20,D3 Publisher,Bisty,0.13,NA,NA,0.13,NA
The Guy Game,PS2,miscellaneous,2004-08-31,Gathering of Developers,Top Heavy Studios,0.13,0.07,0.05,NA,0.02
Retro Atari Classics,DS,miscellaneous,2005-03-16,Atari,Taniko,0.13,0.12,0,NA,0.01
Paperboy / Rampage,GBA,miscellaneous,2005-08-21,DSI Games,DSI Games,0.13,0.1,0.04,NA,0
SingStar Latino,PS2,miscellaneous,2009-11-17,Sony Computer Entertainment,SCEE London Studio,0.13,0.07,0.05,NA,0.02
Suite PreCure: Melody Collection,DS,miscellaneous,2011-08-25,Namco Bandai,Namco Bandai Games,0.13,NA,NA,0.13,NA
Brain Assist,DS,miscellaneous,2008-02-26,Sega,Sega,0.13,0.12,0,NA,0.01
Freddi Fish: ABC under the sea,DS,miscellaneous,2010-10-05,Atari,Humongous Entertainment,0.13,0.12,NA,NA,0.01
Chessmaster,XB,miscellaneous,2004-10-26,Ubisoft,Ubisoft,0.13,0.1,0.03,NA,0
Zoobles! Spring to Life!,DS,miscellaneous,2011-11-01,Activision,Activision,0.13,0.1,0.02,NA,0.01
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,miscellaneous,2011-12-22,Konami,Unknown,0.13,NA,NA,0.13,NA
Peppa Pig: Fun and Games,Wii,miscellaneous,2010-10-22,Ubisoft,Ubisoft,0.13,NA,0.12,NA,0.02
The Amazing Race,Wii,miscellaneous,2010-10-26,Ubisoft,Ludia Inc.,0.13,0.12,NA,NA,0.01
Chuck E. Cheese's Game Room,DS,miscellaneous,2010-09-28,UFO Interactive,Starfish,0.13,0.12,NA,NA,0.01
Hasbro Family Fun Pack,XOne,miscellaneous,2015-10-20,Ubisoft,Ubisoft,0.13,0.1,0.02,NA,0.01
Wantame Music Channel: Doko Demo Style,DS,miscellaneous,2007-11-22,Capcom,Capcom,0.13,NA,NA,0.13,NA
Scene It? Bright Lights! Big Screen!,PS3,miscellaneous,2009-11-17,Warner Bros. Interactive,Screenlife Games,0.13,0.1,0.01,NA,0.01
Dreamworks 2-in-1 Party Pack,DS,miscellaneous,2010-08-24,Activision,Activision,0.13,0.12,NA,NA,0.01
Science Papa,Wii,miscellaneous,2009-07-14,Activision,Activision,0.13,0.11,0.01,NA,0.01
Wasteland 2,PC,miscellaneous,2020-12-31,inXile Entertainment,Unknown,0.13,0.06,0.06,NA,0.01
Shrek Super Party,XB,miscellaneous,2002-11-29,TDK Mediactive,Mass Media,0.13,0.1,0.03,NA,0
Family Fortunes,Wii,miscellaneous,2009-10-23,Mindscape,Mindscape,0.13,NA,0.12,NA,0.01
Momotaro Douchuuki,SAT,miscellaneous,1997-09-25,Hudson Soft,SIMS,0.13,NA,NA,0.13,NA
Puppies 3D,3DS,miscellaneous,2011-11-08,Ubisoft,Ubisoft,0.13,0.08,0.04,NA,0.01
Pop'n Music Portable,PSP,miscellaneous,2010-02-04,Konami,Konami,0.13,NA,NA,0.13,NA
Deepak Chopra's Leela,X360,miscellaneous,2011-11-08,THQ,Curious Pictures,0.13,0.07,0.05,NA,0.01
Rock Band Track Pack Volume 1,PS2,miscellaneous,2008-07-15,MTV Games,Harmonix Music Systems,0.13,0.06,0.05,NA,0.02
Rock Band Track Pack Volume 2,PS3,miscellaneous,2008-11-17,MTV Games,Harmonix Music Systems,0.13,0.11,0,NA,0.01
The Price Is Right 2010 Edition,DS,miscellaneous,2009-09-22,Ubisoft,Ludia Inc.,0.13,0.12,NA,NA,0.01
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,miscellaneous,2005-12-15,Sega,Sammy Studios,0.13,NA,NA,0.13,NA
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,miscellaneous,2004-06-21,Nintendo,Nintendo,0.13,0.09,0.03,NA,0
The X-Factor,PS3,miscellaneous,2010-10-29,Deep Silver,Deep Silver,0.13,NA,0.1,NA,0.03
Smart Boy's Gameroom,DS,miscellaneous,2007-09-18,UFO Interactive,Starfish Inc.,0.13,0.12,0,NA,0.01
Twister Mania,X360,miscellaneous,2011-11-01,Majesco,Naked Sky,0.13,0.1,0.01,NA,0.01
High Rollers Casino,XB,miscellaneous,2004-11-07,Mud Duck Productions,Bethesda Softworks,0.13,0.1,0.03,NA,0
Monopoly Party,GC,miscellaneous,2002-11-20,Infogrames,Runecraft,0.13,0.1,0.03,NA,0
Deepak Chopra's Leela,Wii,miscellaneous,2011-11-08,THQ,Curious Pictures,0.13,0.1,0.01,NA,0.01
Left Brain Right Brain 2,DS,miscellaneous,2008-12-09,Majesco,Kokolo Corporation,0.13,0.12,0,NA,0.01
DJ Max Fever,PSP,miscellaneous,2009-01-27,PM Studios,Pentavision Entertainment,0.13,0.11,NA,NA,0.02
Mega Man X Collection,GC,miscellaneous,2006-01-10,Capcom,Capcom,0.13,0.1,0.03,NA,0
SingStar Vol. 3,PS3,miscellaneous,2008-11-14,Sony Computer Entertainment,SCEE London Studio,0.12,NA,0.1,NA,0.02
Karaoke Revolution,X360,miscellaneous,2009-11-24,Konami,Blitz Games,0.12,0.12,NA,NA,0.01
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,miscellaneous,2008-06-26,D3 Publisher,Bisty,0.12,NA,NA,0.12,NA
Reader Rabbit Kindergarten,Wii,miscellaneous,2010-05-04,Graffiti,Graffiti Entertainment,0.12,0.12,NA,NA,0.01
Super Mario Bros.,NES,platform,1985-10-18,Nintendo,Nintendo EAD,40.24,29.08,3.58,6.81,0.77
New Super Mario Bros.,DS,platform,2006-05-15,Nintendo,Nintendo EAD,29.85,11.28,9.19,6.5,2.89
New Super Mario Bros. Wii,Wii,platform,2009-11-15,Nintendo,Nintendo EAD,28.51,14.53,7.01,4.7,2.27
Super Mario World,SNES,platform,1991-08-13,Nintendo,Nintendo EAD,20.61,12.78,3.75,3.54,0.55
Super Mario Land,GB,platform,1989-08-01,Nintendo,Nintendo R&D1,18.14,10.83,2.71,4.18,0.42
Super Mario Bros. 3,NES,platform,1990-02-12,Nintendo,Nintendo R&D2,17.28,9.54,3.44,3.84,0.46
Super Mario 64,N64,platform,1996-09-26,Nintendo,Nintendo EAD,11.89,6.91,2.85,1.91,0.23
Super Mario Odyssey,NS,platform,2017-10-27,Nintendo,Nintendo EPD,11.71,5.1,3.75,2.02,0.84
Super Mario 3D Land,3DS,platform,2011-11-13,Nintendo,Nintendo EAD Tokyo,11.56,5.1,3.46,2.15,0.85
Super Mario Galaxy,Wii,platform,2007-11-12,Nintendo,Nintendo EAD Tokyo,11.4,6.06,3.38,1.2,0.76
New Super Mario Bros. 2,3DS,platform,2012-08-19,Nintendo,Nintendo,11.33,3.95,4.07,2.59,0.72
